feed_name,raw_column,status_labels,never_loaded,dropped,loaded_but_unused,meaning_or_example,example_values,is_renamed_to,is_stored,is_used,where_dropped,drop_reason,where_used,recommendation
fec_api_schedule_e_json,candidate_middle_name,dropped|loaded_but_unused,no,yes,yes,Example: A | A. | SCOTT,A | A. | SCOTT,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,candidate_party,dropped|loaded_but_unused,no,yes,yes,Example: DEM | REP | IND,DEM | REP | IND,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,candidate_prefix,dropped|loaded_but_unused,no,yes,yes,Example: REP.,REP.,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,candidate_suffix,dropped|loaded_but_unused,no,yes,yes,Example: A,A,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_city,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_id,dropped|loaded_but_unused,no,yes,yes,Example: C00341396 | C00489815 | C00647701,C00341396 | C00489815 | C00647701,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_name,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_state,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_street1,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_street2,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,conduit_committee_zip,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,disbursement_dt,dropped|loaded_but_unused,no,yes,yes,Example: 2018-09-27 | 2018-09-26 | 2018-09-25,2018-09-27 | 2018-09-26 | 2018-09-25,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,dissemination_date,dropped|loaded_but_unused,no,yes,yes,Example: 2018-10-01 | 2018-09-25 | 2018-09-20,2018-10-01 | 2018-09-25 | 2018-09-20,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,file_number,dropped|loaded_but_unused,no,yes,yes,Example: 1264593 | 1273201 | 1278749,1264593 | 1273201 | 1278749,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,filer_first_name,dropped|loaded_but_unused,no,yes,yes,Example: CAROLINE | TOM | SABRINA,CAROLINE | TOM | SABRINA,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,filer_last_name,dropped|loaded_but_unused,no,yes,yes,Example: FINES | MATZZIE | TINES,FINES | MATZZIE | TINES,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,filer_middle_name,dropped|loaded_but_unused,no,yes,yes,Example: M. | A | S.,M. | A | S.,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,filer_prefix,dropped|loaded_but_unused,no,yes,yes,Example: ROBERT | MR. | DR.,ROBERT | MR. | DR.,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,filer_suffix,dropped|loaded_but_unused,no,yes,yes,Example: TREASURER | ESQ. | JR,TREASURER | ESQ. | JR,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,filing_form,dropped|loaded_but_unused,no,yes,yes,Example: F24 | F5 | F3X,F24 | F5 | F3X,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,independent_sign_date,dropped|loaded_but_unused,no,yes,yes,Example: 2018-10-01 | 2018-10-14 | 2018-09-25,2018-10-01 | 2018-10-14 | 2018-09-25,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,independent_sign_name,dropped|loaded_but_unused,no,yes,yes,"Example: FINES, CAROLINE | MATZZIE, TOM | TINES, SABRINA","FINES, CAROLINE | MATZZIE, TOM | TINES, SABRINA",,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,is_notice,dropped|loaded_but_unused,no,yes,yes,Example: True | False,True | False,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,link_id,dropped|loaded_but_unused,no,yes,yes,Example: 4100120181593006162 | 4101620181599435177 | 4102320181600406465,4100120181593006162 | 4101620181599435177 | 4102320181600406465,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,memo_code,dropped|loaded_but_unused,no,yes,yes,Example: X,X,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,memo_code_full,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,memoed_subtotal,dropped|loaded_but_unused,no,yes,yes,Example: False | True,False | True,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,most_recent,dropped|loaded_but_unused,no,yes,yes,Example: True | False,True | False,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,notary_commission_expiration_date,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,notary_sign_date,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,notary_sign_name,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,office_total_ytd,dropped|loaded_but_unused,no,yes,yes,Example: 166576.7 | 441.45 | 1358.34,166576.7 | 441.45 | 1358.34,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,original_sub_id,dropped|loaded_but_unused,no,yes,yes,Example: 4121420221636549313 | 4121420221636549312 | 4121420221636549309,4121420221636549313 | 4121420221636549312 | 4121420221636549309,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_first_name,dropped|loaded_but_unused,no,yes,yes,Example: JOSHUA JOHN | OLGA | JOSHUA,JOSHUA JOHN | OLGA | JOSHUA,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_last_name,dropped|loaded_but_unused,no,yes,yes,Example: O'CONNOR | NUNES | MAREMA,O'CONNOR | NUNES | MAREMA,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_middle_name,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_name,dropped|loaded_but_unused,no,yes,yes,"Example: DELIVER STRATEGIES, LLC | HUSTLE, INC. | FACEBOOK","DELIVER STRATEGIES, LLC | HUSTLE, INC. | FACEBOOK",,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_prefix,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_street_1,dropped|loaded_but_unused,no,yes,yes,"Example: 4301 FAIRFAX DR | 251 KEARNY ST, STE 300 | 1 HACKER WAY","4301 FAIRFAX DR | 251 KEARNY ST, STE 300 | 1 HACKER WAY",,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_street_2,dropped|loaded_but_unused,no,yes,yes,Example: STE 550 | STE 1014 | STE 1300,STE 550 | STE 1014 | STE 1300,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,payee_suffix,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,pdf_url,dropped|loaded_but_unused,no,yes,yes,Example: https://docquery.fec.gov/cgi-bin/fecimg/?201810019124270255 | https://docquery.fec.gov/cgi-bin/fecimg/?201810159125495776 | http://docquery.fec.gov/cgi-bin/fecimg/?201810239130801783,https://docquery.fec.gov/cgi-bin/fecimg/?201810019124270255 | https://docquery.fec.gov/cgi-bin/fecimg/?201810159125495776 | http://docquery.fec.gov/cgi-bin/fecimg/?201810239130801783,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,previous_file_number,dropped|loaded_but_unused,no,yes,yes,Example: 1264593 | 1273201 | 1269266,1264593 | 1273201 | 1269266,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,report_year,dropped|loaded_but_unused,no,yes,yes,Example: 2018 | 2021 | 2020,2018 | 2021 | 2020,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,schedule_type,dropped|loaded_but_unused,no,yes,yes,Example: SE | SE-F57,SE | SE-F57,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,schedule_type_full,dropped|loaded_but_unused,no,yes,yes,Example: ITEMIZED INDEPENDENT EXPENDITURES | FOR EACH INDEPENDENT EXPENDITURE MADE,ITEMIZED INDEPENDENT EXPENDITURES | FOR EACH INDEPENDENT EXPENDITURE MADE,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_schedule_e_json,transaction_id,dropped|loaded_but_unused,no,yes,yes,Example: VN7A7ABNMS6 | F57.4344 | SE.24970,VN7A7ABNMS6 | F57.4344 | SE.24970,,raw_extractions.payload_json,no,database/federal_fec.py:1523,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,active_through,dropped|loaded_but_unused,no,yes,yes,Example: 2026 | 2024 | 2028,2026 | 2024 | 2028,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,candidate_inactive,dropped|loaded_but_unused,no,yes,yes,Example: False | True,False | True,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,cycles,dropped|loaded_but_unused,no,yes,yes,"Example: [2026] | [2008, 2010, 2018, 2020, 2022, 2024, 2026] | [2022, 2024, 2026]","[2026] | [2008, 2010, 2018, 2020, 2022, 2024, 2026] | [2022, 2024, 2026]",,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,district_number,dropped|loaded_but_unused,no,yes,yes,Example: 16 | 5 | 0,16 | 5 | 0,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,election_districts,dropped|loaded_but_unused,no,yes,yes,"Example: ['16'] | ['05', '05', '05', '05', '05', '05', '05'] | ['05']","['16'] | ['05', '05', '05', '05', '05', '05', '05'] | ['05']",,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,election_years,dropped|loaded_but_unused,no,yes,yes,"Example: [2026] | [2008, 2009, 2018, 2020, 2022, 2024, 2026] | [2022, 2024]","[2026] | [2008, 2009, 2018, 2020, 2022, 2024, 2026] | [2022, 2024]",,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,federal_funds_flag,dropped|loaded_but_unused,no,yes,yes,Example: False,False,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,first_file_date,dropped|loaded_but_unused,no,yes,yes,Example: 2025-08-11 | 2008-06-05 | 2025-12-20,2025-08-11 | 2008-06-05 | 2025-12-20,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,has_raised_funds,dropped|loaded_but_unused,no,yes,yes,Example: False | True,False | True,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,inactive_election_years,dropped|loaded_but_unused,no,yes,yes,Example: [2014] | [2026] | [2022],[2014] | [2026] | [2022],,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,incumbent_challenge,dropped|loaded_but_unused,no,yes,yes,Example: C | O | I,C | O | I,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,incumbent_challenge_full,dropped|loaded_but_unused,no,yes,yes,Example: Challenger | Open seat | Incumbent,Challenger | Open seat | Incumbent,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,last_f2_date,dropped|loaded_but_unused,no,yes,yes,Example: 2025-08-11 | 2022-07-05 | 2025-12-20,2025-08-11 | 2022-07-05 | 2025-12-20,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,last_file_date,dropped|loaded_but_unused,no,yes,yes,Example: 2025-08-11 | 2022-07-05 | 2025-12-20,2025-08-11 | 2022-07-05 | 2025-12-20,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,load_date,dropped|loaded_but_unused,no,yes,yes,Example: 2025-09-02T21:03:03 | 2026-02-05T21:01:18 | 2025-12-30T21:00:52,2025-09-02T21:03:03 | 2026-02-05T21:01:18 | 2025-12-30T21:00:52,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,office_full,dropped|loaded_but_unused,no,yes,yes,Example: House | Senate,House | Senate,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidates_search_json,party_full,dropped|loaded_but_unused,no,yes,yes,Example: REPUBLICAN PARTY | INDEPENDENT | OTHER,REPUBLICAN PARTY | INDEPENDENT | OTHER,,raw_extractions.payload_json,no,database/federal_fec.py:802,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,affiliated_committee_name,dropped|loaded_but_unused,no,yes,yes,Example: NONE | TEAM RAJA VICTORY FUND | ROBIN KELLY FOR CONGRESS,NONE | TEAM RAJA VICTORY FUND | ROBIN KELLY FOR CONGRESS,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,candidate_ids,dropped|loaded_but_unused,no,yes,yes,"Example: ['H4WI02070', 'H4WI04290', 'H6IL07412'] | ['S6IL00672'] | ['S6IL00656']","['H4WI02070', 'H4WI04290', 'H6IL07412'] | ['S6IL00672'] | ['S6IL00656']",,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,committee_type_full,dropped|loaded_but_unused,no,yes,yes,Example: Super PAC (Independent Expenditure-Only) | Senate | House,Super PAC (Independent Expenditure-Only) | Senate | House,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_city,dropped|loaded_but_unused,no,yes,yes,Example: MILWAUKEE | ALEXANDRIA | CHICAGO,MILWAUKEE | ALEXANDRIA | CHICAGO,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_1,dropped|loaded_but_unused,no,yes,yes,Example: BOONIE | BRENDA | STEVE,BOONIE | BRENDA | STEVE,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_2,dropped|loaded_but_unused,no,yes,yes,Example: SHELTONS | HANKINS | BOTSFORD,SHELTONS | HANKINS | BOTSFORD,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_full,dropped|loaded_but_unused,no,yes,yes,"Example: SHELTONS, BOONIE LASHAWN MRS | HANKINS, BRENDA | BOTSFORD, STEVE JR.","SHELTONS, BOONIE LASHAWN MRS | HANKINS, BRENDA | BOTSFORD, STEVE JR.",,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_middle,dropped|loaded_but_unused,no,yes,yes,Example: LASHAWN | JAMES | M.,LASHAWN | JAMES | M.,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_prefix,dropped|loaded_but_unused,no,yes,yes,Example: MRS | DR. | MS,MRS | DR. | MS,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_suffix,dropped|loaded_but_unused,no,yes,yes,Example: JR. | II,JR. | II,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_name_title,dropped|loaded_but_unused,no,yes,yes,Example: DESIGNATED AGENT | ASSISTANT TREASURER | TREASURER,DESIGNATED AGENT | ASSISTANT TREASURER | TREASURER,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_phone,dropped|loaded_but_unused,no,yes,yes,Example: 4142155025 | 2025480880 | 2243210727,4142155025 | 2025480880 | 2243210727,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_state,dropped|loaded_but_unused,no,yes,yes,Example: WI | VA | IL,WI | VA | IL,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_street_1,dropped|loaded_but_unused,no,yes,yes,Example: 10154 W KIEHNAU AVE | PO BOX 26141 | PO BOX 14047,10154 W KIEHNAU AVE | PO BOX 26141 | PO BOX 14047,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_street_2,dropped|loaded_but_unused,no,yes,yes,Example: A | #1300 | SUITE 810,A | #1300 | SUITE 810,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,custodian_zip,dropped|loaded_but_unused,no,yes,yes,Example: 53224 | 22313 | 60614,53224 | 22313 | 60614,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,cycles,dropped|loaded_but_unused,no,yes,yes,"Example: [2024, 2026] | [2026] | [2022, 2024, 2026]","[2024, 2026] | [2026] | [2022, 2024, 2026]",,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,email,dropped|loaded_but_unused,no,yes,yes,Example: NATHANEBILLIPSFORUSREP2026@GMAIL.COM;NATHANBILLIPSJR@GMAIL.COM | CHRIS@ELECTIONCFO.COM;EVANS@CC.ELECTIONCFO.COM | COMPLIANCE@KATZCOMPLIANCE.COM,NATHANEBILLIPSFORUSREP2026@GMAIL.COM;NATHANBILLIPSJR@GMAIL.COM | CHRIS@ELECTIONCFO.COM;EVANS@CC.ELECTIONCFO.COM | COMPLIANCE@KATZCOMPLIANCE.COM,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,fax,dropped|loaded_but_unused,no,yes,yes,No clear mapping; see drop_reason,,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
fec_api_candidate_committees_json,first_f1_date,dropped|loaded_but_unused,no,yes,yes,Example: 2024-06-24 | 2025-10-01 | 2025-09-19,2024-06-24 | 2025-10-01 | 2025-09-19,,raw_extractions.payload_json,no,database/federal_fec.py:938,explicitly excluded (not projected into structured FEC table),,"Add explicit projection mapping if this key is needed downstream, or document intentional exclusion."
